count 162029
934656 -0.002 0.059
935424 0.0 0.22
936192 -0.004 0.221
936960 -0.002 0.064
937728 0.017 0.257
938496 0.021 0.245
939264 0.002 0.055
940032 0.006 0.219
940800 -0.007 0.217
941568 -0.0 0.055
942336 0.004 0.228
943104 -0.005 0.334
943872 -0.001 0.053
944640 0.006 0.239
945408 0.0 0.245
946176 -0.0 0.059
946944 0.005 0.234
947712 0.0 0.22
948480 -0.001 0.057
949248 -0.005 0.251
950016 -0.015 0.245
950784 0.002 0.059
951552 0.004 0.238
952320 -0.006 0.244
953088 0.001 0.057
953856 -0.004 0.241
954624 -0.019 0.243
955392 0.002 0.056
956160 -0.008 0.258
956928 0.001 0.221
957696 0.001 0.063
958464 0.014 0.244
959232 0.012 0.212
960000 0.0 0.061
960768 -0.011 0.243
961536 -0.007 0.251
962304 0.001 0.057
963072 -0.004 0.251
963840 -0.008 0.219
964608 0.001 0.065
965376 0.015 0.245
966144 0.003 0.212
966912 0.0 0.063
967680 -0.009 0.253
968448 -0.01 0.253
969216 0.0 0.053
969984 -0.006 0.224
970752 -0.013 0.382
971520 0.002 0.043
972288 0.001 0.255
973056 0.005 0.216
973824 0.002 0.059
974592 -0.002 0.247
975360 0.011 0.256
976128 0.001 0.059
976896 -0.011 0.247
977664 -0.01 0.231
978432 -0.002 0.053
979200 -0.011 0.238
979968 0.003 0.241
980736 -0.002 0.057
981504 0.002 0.253
982272 -0.005 0.256
983040 -0.005 0.054
983808 -0.005 0.25
984576 -0.008 0.24
985344 -0.002 0.058
986112 -0.0 0.244
986880 0.001 0.229
987648 0.001 0.059
988416 0.003 0.248
989184 0.014 0.207
989952 -0.002 0.06
990720 -0.009 0.237
991488 0.006 0.237
992256 0.0 0.059
993024 0.009 0.18
993792 -0.012 0.553
994560 -0.001 0.038
995328 -0.004 0.238
996096 -0.012 0.236
996864 0.004 0.061
997632 0.001 0.239
998400 0.002 0.242
999168 -0.003 0.059
999936 0.004 0.247
1000704 0.003 0.241
1001472 -0.004 0.059
1002240 -0.003 0.245
1003008 -0.003 0.247
1003776 -0.001 0.058
1004544 0.0 0.236
1005312 0.0 0.19
1006080 0.0 0.061
1006848 0.004 0.24
1007616 -0.0 0.236
1008384 -0.0 0.057
1009152 -0.007 0.241
1009920 -0.001 0.235
1010688 -0.003 0.056
1011456 -0.009 0.263
1012224 -0.008 0.212
1012992 0.002 0.061
1013760 0.003 0.259
1014528 -0.004 0.311
1015296 -0.005 0.045
1016064 0.008 0.244
1016832 0.001 0.233
1017600 0.0 0.06
1018368 0.003 0.25
1019136 0.002 0.214
1019904 0.002 0.06
1020672 0.004 0.212
1021440 0.028 0.329
1022208 -0.0 0.065
1022976 -0.005 0.241
1023744 -0.008 0.25
1024512 -0.001 0.06
1025280 0.013 0.255
1026048 0.006 0.211
1026816 -0.003 0.059
1027584 -0.012 0.249
1028352 -0.004 0.244
1029120 0.002 0.06
1029888 -0.002 0.222
1030656 -0.009 0.218
1031424 0.002 0.058
1032192 0.002 0.123
1032960 -0.0 0.135
1033728 0.001 0.04
1034496 0.004 0.24
1035264 0.001 0.227
1036032 0.001 0.061
1036800 -0.013 0.236
1037568 -0.001 0.236
1038336 0.001 0.056
1039104 -0.002 0.246
1039872 -0.003 0.207
1040640 0.0 0.062
1041408 0.022 0.249
1042176 0.013 0.254
1042944 0.002 0.058
1043712 -0.013 0.233
1044480 -0.012 0.229
1045248 -0.004 0.052
1046016 -0.0 0.231
1046784 0.0 0.284
1047552 -0.001 0.053
1048320 -0.011 0.234
1049088 -0.008 0.214
1049856 0.0 0.057
1050624 -0.0 0.27
1051392 -0.012 0.284
1052160 0.002 0.044
1052928 -0.002 0.222
1053696 0.011 0.247
1054464 -0.004 0.058
1055232 -0.008 0.231
1056000 0.012 0.22
1056768 0.001 0.057
1057536 0.008 0.229
1058304 -0.002 0.23
1059072 0.001 0.062
1059840 0.003 0.225
1060608 -0.003 0.384
1061376 -0.002 0.04
1062144 -0.024 0.215
1062912 -0.01 0.209
1063680 -0.001 0.058
1064448 -0.011 0.263
1065216 0.005 0.216
1065984 0.004 0.059
1066752 0.0 0.244
1067520 -0.011 0.249
1068288 -0.003 0.055
1069056 0.014 0.241
1069824 0.004 0.252
1070592 0.001 0.062
1071360 -0.004 0.25
1072128 0.007 0.229
1072896 -0.001 0.064
1073664 0.002 0.251
1074432 0.005 0.209
1075200 -0.001 0.062
1075968 0.013 0.243
1076736 0.011 0.216
1077504 0.002 0.056
1078272 -0.004 0.261
1079040 -0.004 0.249
1079808 0.003 0.053
1080576 -0.002 0.241
1081344 -0.006 0.229
1082112 0.001 0.057
1082880 0.002 0.207
1083648 -0.008 0.203
1084416 0.003 0.059
1085184 -0.003 0.236
1085952 0.004 0.233
1086720 0.003 0.062
1087488 0.0 0.256
1088256 0.006 0.24
1089024 -0.003 0.055
1089792 -0.011 0.244
1090560 0.011 0.208
1091328 -0.002 0.06
1092096 0.002 0.235
1092864 0.005 0.241
1093632 -0.002 0.057
1094400 0.008 0.247
1095168 -0.006 0.241
1095936 0.001 0.061
1096704 -0.007 0.238
1097472 -0.0 0.235
1098240 0.003 0.06
1099008 -0.008 0.242
1099776 -0.003 0.234
1100544 0.001 0.055
1101312 -0.011 0.247
1102080 -0.003 0.26
1102848 -0.001 0.055
1103616 0.008 0.225
1104384 -0.001 0.183
1105152 0.001 0.059
1105920 0.005 0.234
1106688 -0.004 0.33
1107456 -0.001 0.045
1108224 -0.006 0.2
1108992 -0.004 0.159
1109760 -0.001 0.036
1110528 0.006 0.125
1111296 -0.005 0.124
1112064 0.001 0.047
1112832 -0.003 0.253
1113600 0.009 0.24
1114368 -0.0 0.062
1115136 -0.003 0.25
1115904 0.005 0.254
1116672 0.001 0.057
1117440 0.011 0.253
1118208 -0.002 0.208
1118976 -0.006 0.063
1119744 0.012 0.237
1120512 -0.002 0.222
1121280 0.004 0.061
1122048 -0.009 0.234
1122816 0.009 0.225
1123584 -0.001 0.062
1124352 0.001 0.236
1125120 0.001 0.245
1125888 0.005 0.064
1126656 -0.005 0.229
1127424 -0.007 0.193
1128192 0.001 0.06
1128960 -0.008 0.243
1129728 0.012 0.226
1130496 -0.0 0.061
1131264 -0.013 0.236
1132032 0.004 0.24
1132800 0.002 0.056
1133568 -0.011 0.252
1134336 0.006 0.196
1135104 0.002 0.057
1135872 -0.002 0.251
1136640 0.001 0.253
1137408 0.0 0.054
1138176 0.011 0.247
1138944 0.011 0.252
1139712 -0.002 0.059
1140480 -0.009 0.252
1141248 0.003 0.225
1142016 -0.0 0.059
1142784 0.011 0.22
1143552 0.011 0.209
1144320 -0.003 0.061
1145088 0.009 0.197
1145856 -0.01 0.543
1146624 -0.0 0.04
1147392 0.004 0.207
1148160 -0.007 0.382
1148928 -0.002 0.046
1149696 0.018 0.246
1150464 -0.002 0.209
1151232 -0.001 0.069
1152000 0.001 0.246
1152768 0.012 0.242
1153536 -0.001 0.056
1154304 0.014 0.242
1155072 0.008 0.229
1155840 0.004 0.058
1156608 -0.003 0.231
1157376 0.003 0.226
1158144 0.001 0.059
1158912 -0.0 0.251
1159680 -0.002 0.219
1160448 0.002 0.064
1161216 -0.002 0.233
1161984 0.008 0.351
1162752 -0.003 0.045
1163520 0.0 0.241
1164288 -0.008 0.211
1165056 0.002 0.063
1165824 -0.014 0.242
1166592 0.005 0.257
1167360 0.004 0.057
1168128 0.014 0.254
1168896 -0.004 0.232
1169664 -0.001 0.058
1170432 -0.024 0.229
1171200 0.01 0.187
1171968 0.0 0.057
1172736 -0.016 0.241
1173504 -0.016 0.224
1174272 -0.002 0.058
1175040 0.013 0.238
1175808 0.002 0.243
1176576 0.001 0.056
1177344 0.012 0.235
1178112 -0.002 0.224
1178880 -0.001 0.06
1179648 0.012 0.149
1180416 0.001 0.398
1181184 -0.001 0.036
1181952 -0.003 0.227
1182720 -0.0 0.232
1183488 0.0 0.064
1184256 0.006 0.247
1185024 0.001 0.233
1185792 -0.004 0.06
1186560 0.001 0.24
1187328 0.0 0.216
1188096 -0.0 0.059
1188864 0.006 0.23
1189632 0.001 0.184
1190400 -0.003 0.056
1191168 0.005 0.228
1191936 -0.003 0.207
1192704 -0.001 0.053
1193472 0.007 0.245
1194240 0.006 0.222
1195008 -0.005 0.064
1195776 0.013 0.219
1196544 -0.004 0.226
1197312 -0.0 0.06
1198080 -0.012 0.246
1198848 0.003 0.233
1199616 0.002 0.059
1200384 -0.018 0.242
1201152 0.002 0.232
1201920 -0.001 0.06
1202688 0.021 0.253
1203456 -0.001 0.233
1204224 -0.0 0.057
1204992 0.01 0.244
1205760 0.003 0.245
1206528 -0.002 0.054
1207296 0.001 0.264
1208064 0.005 0.247
1208832 0.002 0.059
1209600 -0.0 0.239
1210368 -0.002 0.235
1211136 0.002 0.059
1211904 -0.004 0.254
1212672 -0.0 0.295
1213440 0.002 0.049
1214208 -0.008 0.22
1214976 -0.001 0.266
1215744 -0.003 0.056
1216512 0.002 0.244
1217280 0.005 0.233
1218048 -0.0 0.062
1218816 0.017 0.162
1219584 -0.004 0.42
1220352 -0.001 0.027
1221120 0.004 0.244
1221888 0.01 0.243
1222656 -0.005 0.059
1223424 0.001 0.234
1224192 -0.002 0.231
1224960 -0.001 0.064
1225728 -0.02 0.225
1226496 -0.008 0.187
1227264 0.002 0.058
1228032 -0.002 0.256
1228800 0.009 0.257
1229568 -0.0 0.051
1230336 0.004 0.258
1231104 -0.001 0.258
1231872 -0.0 0.054
1232640 0.015 0.229
1233408 -0.004 0.228
1234176 0.0 0.059
1234944 -0.001 0.235
1235712 -0.001 0.214
1236480 -0.0 0.067
1237248 -0.003 0.233
1238016 0.005 0.23
1238784 0.003 0.061
1239552 -0.01 0.255
1240320 -0.006 0.24
1241088 -0.0 0.061
1241856 0.009 0.252
1242624 -0.011 0.206
1243392 0.002 0.063
1244160 0.002 0.249
1244928 -0.002 0.234
1245696 0.005 0.066
1246464 -0.011 0.168
1247232 -0.008 0.425
1248000 0.002 0.027
1248768 -0.005 0.25
1249536 -0.01 0.253
1250304 -0.003 0.056
1251072 0.014 0.232
1251840 0.015 0.228
1252608 0.004 0.055
1253376 -0.003 0.198
1254144 -0.001 0.252
1254912 0.001 0.063
1255680 0.007 0.24
1256448 0.001 0.222
1257216 -0.004 0.06
1257984 0.003 0.234
1258752 0.0 0.214
1259520 -0.001 0.058
1260288 0.002 0.255
1261056 -0.009 0.24
1261824 0.001 0.059
1262592 0.006 0.23
1263360 0.004 0.224
1264128 0.001 0.063
1264896 0.013 0.233
1265664 0.004 0.222
1266432 -0.003 0.06
1267200 -0.004 0.274
1267968 -0.009 0.213
1268736 -0.001 0.05
1269504 0.008 0.253
1270272 -0.006 0.248
1271040 0.003 0.06
1271808 0.009 0.222
1272576 0.005 0.288
1273344 0.002 0.06
1274112 -0.001 0.25
1274880 0.004 0.248
1275648 -0.001 0.06
1276416 -0.007 0.255
1277184 -0.023 0.238
1277952 -0.003 0.06
1278720 -0.006 0.236
1279488 0.019 0.31
1280256 0.001 0.047
1281024 0.0 0.228
1281792 0.008 0.199
1282560 0.004 0.057
1283328 -0.003 0.242
1284096 -0.002 0.231
1284864 -0.001 0.052
1285632 0.005 0.261
1286400 0.004 0.226
1287168 0.0 0.057
1287936 0.006 0.257
1288704 0.007 0.235
1289472 0.0 0.058
1290240 0.001 0.246
1291008 -0.003 0.212
1291776 0.002 0.056
1292544 -0.002 0.243
1293312 0.003 0.211
1294080 -0.002 0.058
1294848 -0.006 0.23
1295616 0.002 0.222
1296384 0.002 0.063
1297152 0.006 0.254
1297920 0.0 0.24
1298688 0.003 0.058
1299456 -0.01 0.233
1300224 -0.001 0.228
1300992 -0.005 0.062
1301760 -0.005 0.235
1302528 0.012 0.238
1303296 -0.003 0.055
1304064 0.02 0.251
1304832 0.005 0.224
1305600 0.002 0.061
1306368 0.004 0.235
1307136 0.014 0.259
1307904 0.002 0.057
1308672 -0.011 0.233
1309440 -0.003 0.226
1310208 0.005 0.056
1310976 0.002 0.244
1311744 0.015 0.209
1312512 -0.003 0.06
1313280 -0.012 0.231
1314048 -0.0 0.191
1314816 0.001 0.056
1315584 0.006 0.245
1316352 0.003 0.222
1317120 -0.0 0.063
1317888 -0.006 0.256
1318656 0.004 0.227
1319424 0.002 0.062
1320192 -0.007 0.244
1320960 0.001 0.231
1321728 -0.003 0.058
1322496 0.001 0.243
1323264 0.012 0.25
1324032 0.0 0.061
1324800 0.002 0.212
1325568 0.008 0.217
1326336 -0.002 0.058
1327104 -0.004 0.247
1327872 -0.008 0.196
1328640 0.0 0.061
1329408 0.005 0.251
1330176 0.009 0.256
1330944 0.002 0.061
1331712 -0.007 0.249
1332480 -0.003 0.251
1333248 0.002 0.058
1334016 -0.008 0.245
1334784 0.005 0.208
1335552 -0.004 0.052
1336320 0.005 0.23
1337088 -0.0 0.227
1337856 -0.003 0.059
1338624 -0.001 0.239
1339392 -0.011 0.231
1340160 -0.002 0.06
1340928 -0.019 0.251
1341696 0.006 0.252
1342464 -0.001 0.06
1343232 0.012 0.247
1344000 0.0 0.21
1344768 -0.0 0.063
1345536 -0.016 0.261
1346304 -0.013 0.241
1347072 0.001 0.054
1347840 0.01 0.245
1348608 0.005 0.248
1349376 0.002 0.053
1350144 -0.009 0.253
1350912 -0.006 0.239
1351680 -0.001 0.058
1352448 -0.0 0.232
1353216 -0.009 0.238
1353984 -0.005 0.058
1354752 -0.005 0.241
1355520 -0.001 0.215
1356288 0.001 0.068
1357056 -0.001 0.244
1357824 -0.017 0.235
1358592 0.001 0.058
1359360 -0.0 0.241
1360128 -0.007 0.226
1360896 -0.002 0.059
1361664 0.001 0.261
1362432 -0.011 0.229
1363200 0.002 0.058
1363968 -0.001 0.218
1364736 0.002 0.209
1365504 -0.002 0.06
1366272 0.003 0.223
1367040 -0.007 0.213
1367808 -0.0 0.064
1368576 -0.002 0.239
1369344 0.001 0.21
1370112 0.001 0.064
1370880 0.005 0.231
1371648 -0.008 0.22
1372416 0.003 0.054
1373184 -0.004 0.249
1373952 -0.003 0.257
1374720 -0.004 0.058
1375488 0.004 0.239
1376256 -0.009 0.236
1377024 0.002 0.056
1377792 -0.002 0.258
1378560 -0.009 0.25
1379328 0.003 0.058
1380096 0.012 0.257
1380864 0.011 0.254
1381632 -0.001 0.058
1382400 0.007 0.231
1383168 0.002 0.225
1383936 -0.002 0.058
1384704 -0.007 0.222
1385472 -0.014 0.214
1386240 0.0 0.062
1387008 0.004 0.23
1387776 0.001 0.24
1388544 -0.002 0.064
1389312 0.004 0.209
1390080 -0.003 0.196
1390848 -0.0 0.053
1391616 -0.007 0.249
1392384 -0.003 0.225
1393152 0.004 0.059
1393920 -0.003 0.216
1394688 0.002 0.191
1395456 0.003 0.059
1396224 -0.009 0.244
1396992 -0.0 0.218
1397760 -0.0 0.061
1398528 -0.001 0.255
1399296 0.003 0.24
1400064 -0.001 0.06
1400832 -0.027 0.259
1401600 -0.009 0.257
1402368 0.003 0.057
1403136 -0.003 0.196
1403904 0.001 0.216
1404672 -0.001 0.058
1405440 -0.005 0.24
1406208 -0.005 0.232
1406976 -0.0 0.065
1407744 0.013 0.233
1408512 0.004 0.202
1409280 0.0 0.057
1410048 -0.004 0.248
1410816 -0.006 0.231
1411584 0.004 0.057
1412352 0.007 0.251
1413120 0.008 0.236
1413888 0.001 0.064
1414656 0.005 0.251
1415424 -0.002 0.223
1416192 -0.0 0.06
1416960 0.011 0.243
1417728 -0.001 0.23
1418496 -0.002 0.056
1419264 0.012 0.25
1420032 -0.007 0.206
1420800 0.001 0.061
1421568 0.007 0.257
1422336 0.008 0.227
1423104 -0.003 0.062
1423872 -0.003 0.24
1424640 0.001 0.235
1425408 -0.001 0.061
1426176 -0.009 0.244
1426944 -0.002 0.237
1427712 -0.001 0.061
1428480 -0.004 0.231
1429248 -0.005 0.22
1430016 0.003 0.059
1430784 0.003 0.241
1431552 -0.002 0.236
1432320 0.0 0.058
1433088 -0.007 0.239
1433856 0.002 0.231
1434624 -0.002 0.062
1435392 0.009 0.261
1436160 -0.004 0.216
1436928 0.0 0.052
1437696 -0.006 0.242
1438464 -0.019 0.363
1439232 0.0 0.044
1440000 0.007 0.242
1440768 0.002 0.216
1441536 0.0 0.057
1442304 0.008 0.249
1443072 -0.003 0.225
1443840 -0.001 0.059
1444608 -0.004 0.254
1445376 -0.016 0.244
1446144 0.003 0.062
1446912 -0.005 0.179
1447680 -0.025 0.415
1448448 0.001 0.041
1449216 -0.004 0.255
1449984 -0.004 0.249
1450752 0.001 0.056
1451520 -0.002 0.246
1452288 -0.001 0.225
1453056 -0.0 0.062
1453824 0.015 0.246
1454592 0.001 0.229
1455360 0.003 0.059
1456128 -0.01 0.255
1456896 -0.008 0.251
1457664 -0.004 0.056
1458432 0.004 0.245
1459200 -0.001 0.239
1459968 0.0 0.06
1460736 -0.011 0.253
1461504 0.012 0.252
1462272 -0.001 0.054
1463040 -0.005 0.267
1463808 -0.003 0.263
1464576 -0.002 0.054
1465344 0.004 0.231
1466112 -0.004 0.204
1466880 -0.002 0.061
1467648 0.002 0.222
1468416 0.005 0.194
1469184 0.002 0.055
1469952 0.003 0.249
1470720 0.002 0.233
1471488 0.0 0.062
1472256 -0.001 0.233
1473024 -0.001 0.231
1473792 0.004 0.059
1474560 -0.007 0.25
1475328 -0.004 0.241
1476096 0.003 0.052
1476864 0.009 0.249
1477632 -0.007 0.227
1478400 -0.003 0.057
1479168 -0.006 0.234
1479936 -0.012 0.21
1480704 0.001 0.059
1481472 0.004 0.239
1482240 0.006 0.201
1483008 -0.001 0.057
1483776 0.007 0.219
1484544 0.006 0.202
1485312 0.002 0.055
1486080 -0.018 0.255
1486848 -0.012 0.202
1487616 -0.001 0.051
1488384 -0.007 0.242
1489152 0.017 0.225
1489920 0.002 0.057
1490688 -0.006 0.249
1491456 -0.001 0.229
1492224 0.003 0.057
1492992 0.002 0.241
1493760 -0.003 0.201
1494528 -0.002 0.064
1495296 -0.006 0.227
1496064 -0.015 0.189
1496832 0.004 0.059
1497600 0.003 0.255
1498368 0.003 0.204
1499136 -0.002 0.061
1499904 0.007 0.243
1500672 0.003 0.257
1501440 -0.004 0.056
1502208 -0.014 0.258
1502976 -0.013 0.218
1503744 0.003 0.058
1504512 0.0 0.238
1505280 0.008 0.221
1506048 -0.003 0.056
1506816 -0.003 0.244
1507584 0.009 0.209
1508352 -0.002 0.063
1509120 0.004 0.227
1509888 -0.01 0.221
1510656 -0.001 0.061
1511424 -0.001 0.252
1512192 -0.007 0.284
1512960 -0.003 0.052
1513728 -0.003 0.244
1514496 0.006 0.229
1515264 0.003 0.058
1516032 0.009 0.249
1516800 0.008 0.217
1517568 -0.001 0.065
1518336 0.004 0.262
1519104 -0.008 0.253
1519872 -0.0 0.056
1520640 0.001 0.235
1521408 -0.001 0.199
1522176 -0.002 0.061
1522944 0.003 0.221
1523712 -0.004 0.211
1524480 -0.001 0.062
1525248 -0.006 0.255
1526016 0.006 0.231
1526784 -0.002 0.06
1527552 -0.0 0.255
1528320 0.006 0.257
1529088 -0.001 0.058
1529856 -0.015 0.268
1530624 0.005 0.249
1531392 0.0 0.058
1532160 0.01 0.244
1532928 -0.004 0.241
1533696 -0.001 0.06
1534464 -0.01 0.23
1535232 0.003 0.23
1536000 -0.002 0.059
1536768 -0.011 0.221
1537536 -0.001 0.22
1538304 -0.003 0.058
1539072 -0.01 0.238
1539840 0.007 0.207
1540608 0.002 0.055
1541376 0.011 0.196
1542144 -0.001 0.237
1542912 -0.002 0.074
1543680 0.011 0.232
1544448 -0.01 0.213
1545216 -0.004 0.071
1545984 -0.012 0.224
1546752 0.009 0.416
1547520 0.001 0.037
1548288 0.0 0.221
1549056 -0.005 0.213
1549824 -0.002 0.058
1550592 0.001 0.235
1551360 0.006 0.226
1552128 0.002 0.054
1552896 0.012 0.248
1553664 -0.007 0.258
1554432 -0.001 0.056
1555200 0.018 0.156
1555968 0.014 0.421
1556736 -0.001 0.035
1557504 0.001 0.241
1558272 0.012 0.241
1559040 -0.002 0.06
1559808 0.008 0.245
1560576 -0.006 0.232
1561344 0.004 0.061
1562112 0.003 0.22
1562880 -0.002 0.215
1563648 -0.003 0.054
1564416 -0.006 0.234
1565184 -0.0 0.222
1565952 0.004 0.065
1566720 0.009 0.148
1567488 -0.015 0.496
1568256 -0.001 0.025
1569024 0.0 0.227
1569792 -0.005 0.216
1570560 0.0 0.065
1571328 0.004 0.233
1572096 0.009 0.226
1572864 -0.003 0.06
1573632 0.024 0.246
1574400 0.011 0.238
1575168 -0.003 0.058
1575936 -0.005 0.236
1576704 -0.014 0.214
1577472 0.003 0.059
1578240 -0.007 0.246
1579008 -0.003 0.245
1579776 -0.002 0.056
1580544 -0.003 0.241
1581312 -0.002 0.205
1582080 0.001 0.065
1582848 0.014 0.251
1583616 0.001 0.237
1584384 0.002 0.061
1585152 -0.001 0.248
1585920 -0.002 0.248
1586688 -0.0 0.058
1587456 0.008 0.239
1588224 -0.005 0.197
1588992 -0.001 0.06
1589760 -0.007 0.243
1590528 -0.008 0.233
1591296 0.002 0.057
1592064 0.003 0.221
1592832 -0.011 0.206
1593600 0.004 0.063
1594368 0.008 0.237
1595136 0.002 0.214
1595904 -0.003 0.061
1596672 -0.004 0.248
1597440 0.007 0.257
1598208 -0.005 0.056
1598976 0.013 0.244
1599744 0.013 0.244
1600512 0.002 0.057
1601280 -0.005 0.221
1602048 0.016 0.214
1602816 -0.002 0.054
1603584 0.002 0.235
1604352 0.007 0.212
1605120 -0.0 0.06
1605888 -0.002 0.251
1606656 -0.009 0.251
1607424 0.001 0.059
1608192 0.008 0.256
1608960 0.003 0.253
1609728 0.003 0.056
1610496 0.0 0.228
1611264 0.004 0.207
1612032 -0.003 0.054
1612800 0.013 0.176
1613568 -0.002 0.375
1614336 -0.002 0.034
1615104 0.005 0.237
1615872 0.005 0.242
1616640 0.002 0.052
1617408 -0.013 0.241
1618176 0.012 0.218
1618944 -0.001 0.053
1619712 0.013 0.263
1620480 -0.006 0.239
1621248 0.002 0.061
1622016 -0.005 0.224
1622784 0.009 0.342
1623552 0.002 0.062
1624320 -0.01 0.246
1625088 0.003 0.22
1625856 0.002 0.061
1626624 0.012 0.244
1627392 0.007 0.235
1628160 -0.001 0.054
1628928 0.0 0.232
1629696 -0.001 0.232
1630464 -0.004 0.062
1631232 -0.006 0.254
1632000 0.016 0.219
1632768 -0.001 0.053
1633536 -0.011 0.244
1634304 -0.013 0.247
1635072 -0.002 0.06
1635840 0.001 0.189
1636608 0.01 0.209
1637376 -0.001 0.059
1638144 0.008 0.257
1638912 0.008 0.22
1639680 -0.002 0.065
1640448 -0.01 0.239
1641216 -0.003 0.241
1641984 0.001 0.056
1642752 0.007 0.249
1643520 -0.002 0.242
1644288 0.004 0.059
1645056 -0.001 0.232
1645824 0.009 0.241
1646592 -0.001 0.057
1647360 0.008 0.247
1648128 0.008 0.241
1648896 0.0 0.058
1649664 0.003 0.252
1650432 0.016 0.238
1651200 0.002 0.055
1651968 -0.003 0.255
1652736 -0.007 0.25
1653504 -0.003 0.057
1654272 -0.002 0.244
1655040 0.004 0.217
1655808 0.001 0.062
1656576 0.009 0.251
1657344 0.015 0.22
1658112 0.002 0.059
1658880 -0.015 0.246
1659648 -0.004 0.253
1660416 -0.002 0.055
1661184 0.0 0.219
1661952 -0.008 0.364
1662720 -0.001 0.048
1663488 0.006 0.234
1664256 0.01 0.256
1665024 0.001 0.067
1665792 0.003 0.261
1666560 0.002 0.258
1667328 0.001 0.053
1668096 0.01 0.256
1668864 0.001 0.25
1669632 0.0 0.057
1670400 0.003 0.248
1671168 -0.009 0.368
1671936 -0.002 0.043
1672704 -0.007 0.251
1673472 -0.01 0.235
1674240 -0.003 0.058
1675008 -0.0 0.234
1675776 -0.006 0.207
1676544 -0.003 0.054
1677312 -0.008 0.256
1678080 -0.005 0.211
1678848 -0.002 0.064
1679616 -0.006 0.239
1680384 -0.001 0.2
1681152 -0.003 0.057
1681920 0.001 0.244
1682688 0.02 0.236
1683456 0.003 0.063
1684224 0.006 0.249
1684992 -0.002 0.25
1685760 -0.001 0.06
1686528 -0.013 0.224
1687296 -0.006 0.201
1688064 0.003 0.06
1688832 -0.003 0.229
1689600 -0.025 0.229
1690368 -0.001 0.055
1691136 0.006 0.243
1691904 0.004 0.218
1692672 -0.0 0.068
1693440 -0.008 0.231
1694208 -0.019 0.22
1694976 -0.0 0.057
1695744 -0.003 0.249
1696512 -0.009 0.232
1697280 -0.001 0.059
1698048 0.009 0.261
1698816 0.003 0.247
1699584 0.003 0.058
1700352 -0.012 0.233
1701120 -0.004 0.232
1701888 0.001 0.057
1702656 -0.007 0.223
1703424 -0.011 0.213
1704192 -0.003 0.059
1704960 -0.008 0.251
1705728 -0.009 0.24
1706496 -0.0 0.058
1707264 0.005 0.24
1708032 0.006 0.228
1708800 -0.0 0.062
1709568 -0.002 0.23
1710336 0.004 0.223
1711104 -0.002 0.058
1711872 0.015 0.246
1712640 0.003 0.215
1713408 0.003 0.059
1714176 -0.007 0.262
1714944 0.0 0.245
1715712 -0.002 0.058
1716480 0.0 0.253
1717248 -0.007 0.24
1718016 0.004 0.057
1718784 -0.003 0.169
1719552 0.048 0.433
1720320 -0.001 0.034
1721088 -0.006 0.234
1721856 0.004 0.204
1722624 0.001 0.054
1723392 -0.0 0.223
1724160 -0.0 0.182
1724928 0.001 0.061
1725696 -0.005 0.25
1726464 0.003 0.214
1727232 -0.005 0.062
1728000 -0.001 0.248
1728768 0.014 0.217
1729536 -0.003 0.063
1730304 0.005 0.231
1731072 0.008 0.231
1731840 -0.001 0.054
1732608 -0.022 0.242
1733376 -0.014 0.229
1734144 -0.002 0.061
1734912 0.015 0.233
1735680 -0.011 0.222
1736448 0.001 0.054
1737216 0.008 0.224
1737984 -0.005 0.228
1738752 -0.001 0.059
1739520 -0.008 0.264
1740288 -0.01 0.226
1741056 0.002 0.061
1741824 0.004 0.26
1742592 -0.004 0.221
1743360 -0.001 0.062
1744128 0.003 0.24
1744896 0.017 0.351
1745664 0.0 0.042
1746432 0.012 0.246
1747200 0.001 0.205
1747968 -0.003 0.061
1748736 0.001 0.252
1749504 -0.008 0.244
1750272 0.001 0.058
1751040 -0.006 0.22
1751808 -0.003 0.186
1752576 0.001 0.058
1753344 0.013 0.258
1754112 0.007 0.263
1754880 0.008 0.06
1755648 0.01 0.23
1756416 0.003 0.214
1757184 -0.001 0.055
1757952 -0.004 0.232
1758720 0.004 0.387
1759488 0.0 0.045
1760256 0.002 0.246
1761024 0.009 0.235
1761792 0.002 0.055
1762560 -0.003 0.24
1763328 -0.006 0.25
1764096 -0.003 0.059
1764864 0.003 0.243
1765632 -0.002 0.26
1766400 0.002 0.058
1767168 -0.007 0.244
